,Token_ID,Token,Lemma,POS,POS_TAG,Dependency_Head,Dependency_Label,idx_sent,Negation_cue,next,prev,trigram,trigram_list,prev_bigram,prev_bigram_list,next_bigram,next_bigram_list,HECT,HECA
6606,3,gloomy,gloomy,ADJ,JJ,7,amod,399,O,a,",","a gloomy ,","['a', 'gloomy', ',']",a gloomy,"['a', 'gloomy']","gloomy ,","['gloomy', ',']",0,0
6607,4,",",",",PUNCT,",",7,punct,399,O,gloomy,high-ceilinged,"gloomy , high-ceilinged","['gloomy', ',', 'high-ceilinged']","gloomy ,","['gloomy', ',']",", high-ceilinged","[',', 'high-ceilinged']",0,0
6608,5,high-ceilinged,high-ceilinged,ADJ,JJ,7,amod,399,O,",",room,", high-ceilinged room","[',', 'high-ceilinged', 'room']",", high-ceilinged","[',', 'high-ceilinged']",high-ceilinged room,"['high-ceilinged', 'room']",0,0
6609,6,room,room,NOUN,NN,2,attr,399,O,high-ceilinged,at,high-ceilinged room at,"['high-ceilinged', 'room', 'at']",high-ceilinged room,"['high-ceilinged', 'room']",room at,"['room', 'at']",0,0
6610,7,at,at,ADP,IN,7,prep,399,O,room,the,room at the,"['room', 'at', 'the']",room at,"['room', 'at']",at the,"['at', 'the']",0,0
6611,8,the,the,DET,DT,10,det,399,O,at,back,at the back,"['at', 'the', 'back']",at the,"['at', 'the']",the back,"['the', 'back']",0,0
6612,9,back,back,NOUN,NN,8,pobj,399,O,the,of,the back of,"['the', 'back', 'of']",the back,"['the', 'back']",back of,"['back', 'of']",0,0
6613,10,of,of,ADP,IN,10,prep,399,O,back,the,back of the,"['back', 'of', 'the']",back of,"['back', 'of']",of the,"['of', 'the']",0,0
6614,11,the,the,DET,DT,13,det,399,O,of,house,of the house,"['of', 'the', 'house']",of the,"['of', 'the']",the house,"['the', 'house']",0,0
6615,12,house,house,NOUN,NN,11,pobj,399,O,the,",","the house ,","['the', 'house', ',']",the house,"['the', 'house']","house ,","['house', ',']",0,0
6616,13,",",",",PUNCT,",",2,punct,399,O,house,with,"house , with","['house', ',', 'with']","house ,","['house', ',']",", with","[',', 'with']",0,0
6617,14,with,with,ADP,IN,2,prep,399,O,",",a,", with a","[',', 'with', 'a']",", with","[',', 'with']",with a,"['with', 'a']",0,0
6618,15,a,a,DET,DT,18,det,399,O,with,straw,with a straw,"['with', 'a', 'straw']",with a,"['with', 'a']",a straw,"['a', 'straw']",0,0
6619,16,straw,straw,NOUN,NN,18,compound,399,O,a,litter,a straw litter,"['a', 'straw', 'litter']",a straw,"['a', 'straw']",straw litter,"['straw', 'litter']",0,0
6620,17,litter,litter,NOUN,NN,15,pobj,399,O,straw,in,straw litter in,"['straw', 'litter', 'in']",straw litter,"['straw', 'litter']",litter in,"['litter', 'in']",0,0
6621,18,in,in,ADP,IN,18,prep,399,O,litter,one,litter in one,"['litter', 'in', 'one']",litter in,"['litter', 'in']",in one,"['in', 'one']",0,0
6622,19,one,one,NUM,CD,21,nummod,399,O,in,corner,in one corner,"['in', 'one', 'corner']",in one,"['in', 'one']",one corner,"['one', 'corner']",0,0
6623,20,corner,corner,NOUN,NN,19,pobj,399,O,one,",","one corner ,","['one', 'corner', ',']",one corner,"['one', 'corner']","corner ,","['corner', ',']",0,0
6624,21,",",",",PUNCT,",",21,punct,399,O,corner,which,"corner , which","['corner', ',', 'which']","corner ,","['corner', ',']",", which","[',', 'which']",0,0
6625,22,which,which,PRON,WDT,24,nsubj,399,O,",",served,", which served","[',', 'which', 'served']",", which","[',', 'which']",which served,"['which', 'served']",0,0
6626,23,served,serve,VERB,VBD,21,relcl,399,O,which,apparently,which served apparently,"['which', 'served', 'apparently']",which served,"['which', 'served']",served apparently,"['served', 'apparently']",0,0
6627,24,apparently,apparently,ADV,RB,26,advmod,399,O,served,as,served apparently as,"['served', 'apparently', 'as']",served apparently,"['served', 'apparently']",apparently as,"['apparently', 'as']",0,0
6628,25,as,as,ADP,IN,24,prep,399,O,apparently,a,apparently as a,"['apparently', 'as', 'a']",apparently as,"['apparently', 'as']",as a,"['as', 'a']",0,0
6629,26,a,a,DET,DT,28,det,399,O,as,bed,as a bed,"['as', 'a', 'bed']",as a,"['as', 'a']",a bed,"['a', 'bed']",0,0
6630,27,bed,bed,NOUN,NN,26,pobj,399,O,a,for,a bed for,"['a', 'bed', 'for']",a bed,"['a', 'bed']",bed for,"['bed', 'for']",0,0
6631,28,for,for,ADP,IN,28,prep,399,O,bed,the,bed for the,"['bed', 'for', 'the']",bed for,"['bed', 'for']",for the,"['for', 'the']",0,0
6632,29,the,the,DET,DT,31,det,399,O,for,cook,for the cook,"['for', 'the', 'cook']",for the,"['for', 'the']",the cook,"['the', 'cook']",0,0
6633,30,cook,cook,NOUN,NN,29,pobj,399,O,the,.,the cook .,"['the', 'cook', '.']",the cook,"['the', 'cook']",cook .,"['cook', '.']",0,0
6634,31,.,.,PUNCT,.,2,punct,399,O,cook,The,cook . The,"['cook', '.', 'The']",cook .,"['cook', '.']",. The,"['.', 'The']",0,0
6635,0,The,the,DET,DT,2,det,400,O,.,table,. The table,"['.', 'The', 'table']",. The,"['.', 'The']",The table,"['The', 'table']",0,0
6636,1,table,table,NOUN,NN,4,nsubjpass,400,O,The,was,The table was,"['The', 'table', 'was']",The table,"['The', 'table']",table was,"['table', 'was']",0,0
6637,2,was,be,AUX,VBD,4,auxpass,400,O,table,piled,table was piled,"['table', 'was', 'piled']",table was,"['table', 'was']",was piled,"['was', 'piled']",0,0
6638,3,piled,pile,VERB,VBN,0,ROOT,400,O,was,with,was piled with,"['was', 'piled', 'with']",was piled,"['was', 'piled']",piled with,"['piled', 'with']",0,0
6639,4,with,with,ADP,IN,4,prep,400,O,piled,half-eaten,piled with half-eaten,"['piled', 'with', 'half-eaten']",piled with,"['piled', 'with']",with half-eaten,"['with', 'half-eaten']",0,0
6640,5,half-eaten,half-eaten,ADJ,JJ,7,amod,400,O,with,dishes,with half-eaten dishes,"['with', 'half-eaten', 'dishes']",with half-eaten,"['with', 'half-eaten']",half-eaten dishes,"['half-eaten', 'dishes']",0,0
6641,6,dishes,dish,NOUN,NNS,5,pobj,400,O,half-eaten,and,half-eaten dishes and,"['half-eaten', 'dishes', 'and']",half-eaten dishes,"['half-eaten', 'dishes']",dishes and,"['dishes', 'and']",0,0
6642,7,and,and,CCONJ,CC,7,cc,400,O,dishes,dirty,dishes and dirty,"['dishes', 'and', 'dirty']",dishes and,"['dishes', 'and']",and dirty,"['and', 'dirty']",0,0
6643,8,dirty,dirty,ADJ,JJ,10,amod,400,O,and,plates,and dirty plates,"['and', 'dirty', 'plates']",and dirty,"['and', 'dirty']",dirty plates,"['dirty', 'plates']",0,0
6644,9,plates,plate,NOUN,NNS,7,conj,400,O,dirty,",","dirty plates ,","['dirty', 'plates', ',']",dirty plates,"['dirty', 'plates']","plates ,","['plates', ',']",0,0
6645,10,",",",",PUNCT,",",7,punct,400,O,plates,the,"plates , the","['plates', ',', 'the']","plates ,","['plates', ',']",", the","[',', 'the']",0,0
6646,11,the,the,DET,DT,13,det,400,O,",",debris,", the debris","[',', 'the', 'debris']",", the","[',', 'the']",the debris,"['the', 'debris']",0,0
6647,12,debris,debris,NOUN,NN,7,appos,400,O,the,of,the debris of,"['the', 'debris', 'of']",the debris,"['the', 'debris']",debris of,"['debris', 'of']",0,0
6648,13,of,of,ADP,IN,13,prep,400,O,debris,last,debris of last,"['debris', 'of', 'last']",debris of,"['debris', 'of']",of last,"['of', 'last']",0,0
6649,14,last,last,ADJ,JJ,16,amod,400,O,of,night,of last night,"['of', 'last', 'night']",of last,"['of', 'last']",last night,"['last', 'night']",0,0
6650,15,night,night,NOUN,NN,18,poss,400,O,last,'s,last night 's,"['last', 'night', ""'s""]",last night,"['last', 'night']",night 's,"['night', ""'s""]",0,0
6651,16,'s,'s,PART,POS,16,case,400,O,night,dinner,night 's dinner,"['night', ""'s"", 'dinner']",night 's,"['night', ""'s""]",'s dinner,"[""'s"", 'dinner']",0,0
6652,17,dinner,dinner,NOUN,NN,14,pobj,400,O,'s,.,'s dinner .,"[""'s"", 'dinner', '.']",'s dinner,"[""'s"", 'dinner']",dinner .,"['dinner', '.']",0,0
6653,18,.,.,PUNCT,.,4,punct,400,O,dinner,"""","dinner . ""","['dinner', '.', '""']",dinner .,"['dinner', '.']",". ""","['.', '""']",0,0
6654,0,"""","""",PUNCT,``,7,punct,401,O,.,Look,". "" Look","['.', '""', 'Look']",". ""","['.', '""']",""" Look","['""', 'Look']",0,0
6655,1,Look,look,VERB,VB,7,xcomp,401,O,"""",at,""" Look at","['""', 'Look', 'at']",""" Look","['""', 'Look']",Look at,"['Look', 'at']",0,0
6656,2,at,at,ADP,IN,2,prep,401,O,Look,this,Look at this,"['Look', 'at', 'this']",Look at,"['Look', 'at']",at this,"['at', 'this']",0,0
6657,3,this,this,PRON,DT,3,pobj,401,O,at,",","at this ,","['at', 'this', ',']",at this,"['at', 'this']","this ,","['this', ',']",0,0
6658,4,",",",",PUNCT,",",7,punct,401,O,this,"""","this , ""","['this', ',', '""']","this ,","['this', ',']",", ""","[',', '""']",0,0
6659,5,"""","""",PUNCT,'',7,punct,401,O,",",said,", "" said","[',', '""', 'said']",", ""","[',', '""']",""" said","['""', 'said']",0,0
6660,6,said,say,VERB,VBD,0,ROOT,401,O,"""",Baynes,""" said Baynes","['""', 'said', 'Baynes']",""" said","['""', 'said']",said Baynes,"['said', 'Baynes']",0,0
6661,7,Baynes,Baynes,PROPN,NNP,7,nsubj,401,O,said,.,said Baynes .,"['said', 'Baynes', '.']",said Baynes,"['said', 'Baynes']",Baynes .,"['Baynes', '.']",0,0
6662,8,.,.,PUNCT,.,7,punct,401,O,Baynes,"""","Baynes . ""","['Baynes', '.', '""']",Baynes .,"['Baynes', '.']",". ""","['.', '""']",0,0
6663,0,"""","""",PUNCT,``,5,punct,402,O,.,What,". "" What","['.', '""', 'What']",". ""","['.', '""']",""" What","['""', 'What']",0,0
6664,1,What,what,PRON,WP,5,dobj,402,O,"""",do,""" What do","['""', 'What', 'do']",""" What","['""', 'What']",What do,"['What', 'do']",0,0
6665,2,do,do,AUX,VBP,5,aux,402,O,What,you,What do you,"['What', 'do', 'you']",What do,"['What', 'do']",do you,"['do', 'you']",0,0
6666,3,you,you,PRON,PRP,5,nsubj,402,O,do,make,do you make,"['do', 'you', 'make']",do you,"['do', 'you']",you make,"['you', 'make']",0,0
6667,4,make,make,VERB,VB,0,ROOT,402,O,you,of,you make of,"['you', 'make', 'of']",you make,"['you', 'make']",make of,"['make', 'of']",0,0
6668,5,of,of,ADP,IN,5,prep,402,O,make,it,make of it,"['make', 'of', 'it']",make of,"['make', 'of']",of it,"['of', 'it']",0,0
6669,6,it,it,PRON,PRP,6,pobj,402,O,of,?,of it ?,"['of', 'it', '?']",of it,"['of', 'it']",it ?,"['it', '?']",0,0
6670,7,?,?,PUNCT,.,5,punct,402,O,it,"""","it ? ""","['it', '?', '""']",it ?,"['it', '?']","? ""","['?', '""']",0,0
6671,8,"""","""",PUNCT,'',5,punct,402,O,?,He,"? "" He","['?', '""', 'He']","? ""","['?', '""']",""" He","['""', 'He']",0,0
6672,0,He,he,PRON,PRP,2,nsubj,403,O,"""",held,""" He held","['""', 'He', 'held']",""" He","['""', 'He']",He held,"['He', 'held']",0,0
6673,1,held,hold,VERB,VBD,0,ROOT,403,O,He,up,He held up,"['He', 'held', 'up']",He held,"['He', 'held']",held up,"['held', 'up']",0,0
6674,2,up,up,ADP,RP,2,prt,403,O,held,his,held up his,"['held', 'up', 'his']",held up,"['held', 'up']",up his,"['up', 'his']",0,0
6675,3,his,his,PRON,PRP$,5,poss,403,O,up,candle,up his candle,"['up', 'his', 'candle']",up his,"['up', 'his']",his candle,"['his', 'candle']",0,0
6676,4,candle,candle,NOUN,NN,2,dobj,403,O,his,before,his candle before,"['his', 'candle', 'before']",his candle,"['his', 'candle']",candle before,"['candle', 'before']",0,0
6677,5,before,before,ADP,IN,2,prep,403,O,candle,an,candle before an,"['candle', 'before', 'an']",candle before,"['candle', 'before']",before an,"['before', 'an']",0,0
6678,6,an,an,DET,DT,9,det,403,O,before,extraordinary,before an extraordinary,"['before', 'an', 'extraordinary']",before an,"['before', 'an']",an extraordinary,"['an', 'extraordinary']",0,0
6679,7,extraordinary,extraordinary,ADJ,JJ,9,amod,403,O,an,object,an extraordinary object,"['an', 'extraordinary', 'object']",an extraordinary,"['an', 'extraordinary']",extraordinary object,"['extraordinary', 'object']",0,0
6680,8,object,object,NOUN,NN,6,pobj,403,O,extraordinary,which,extraordinary object which,"['extraordinary', 'object', 'which']",extraordinary object,"['extraordinary', 'object']",object which,"['object', 'which']",0,0
6681,9,which,which,PRON,WDT,11,nsubj,403,O,object,stood,object which stood,"['object', 'which', 'stood']",object which,"['object', 'which']",which stood,"['which', 'stood']",0,0
6682,10,stood,stand,VERB,VBD,9,relcl,403,O,which,at,which stood at,"['which', 'stood', 'at']",which stood,"['which', 'stood']",stood at,"['stood', 'at']",0,0
6683,11,at,at,ADP,IN,11,prep,403,O,stood,the,stood at the,"['stood', 'at', 'the']",stood at,"['stood', 'at']",at the,"['at', 'the']",0,0
6684,12,the,the,DET,DT,14,det,403,O,at,back,at the back,"['at', 'the', 'back']",at the,"['at', 'the']",the back,"['the', 'back']",0,0
6685,13,back,back,NOUN,NN,12,pobj,403,O,the,of,the back of,"['the', 'back', 'of']",the back,"['the', 'back']",back of,"['back', 'of']",0,0
6686,14,of,of,ADP,IN,14,prep,403,O,back,the,back of the,"['back', 'of', 'the']",back of,"['back', 'of']",of the,"['of', 'the']",0,0
6687,15,the,the,DET,DT,17,det,403,O,of,dresser,of the dresser,"['of', 'the', 'dresser']",of the,"['of', 'the']",the dresser,"['the', 'dresser']",0,0
6688,16,dresser,dresser,NOUN,NN,15,pobj,403,O,the,.,the dresser .,"['the', 'dresser', '.']",the dresser,"['the', 'dresser']",dresser .,"['dresser', '.']",0,0
6689,17,.,.,PUNCT,.,2,punct,403,O,dresser,It,dresser . It,"['dresser', '.', 'It']",dresser .,"['dresser', '.']",. It,"['.', 'It']",0,0
6690,0,It,it,PRON,PRP,2,nsubj,404,O,.,was,. It was,"['.', 'It', 'was']",. It,"['.', 'It']",It was,"['It', 'was']",0,0
6691,1,was,be,AUX,VBD,0,ROOT,404,O,It,so,It was so,"['It', 'was', 'so']",It was,"['It', 'was']",was so,"['was', 'so']",0,0
6692,2,so,so,ADV,RB,4,advmod,404,O,was,wrinkled,was so wrinkled,"['was', 'so', 'wrinkled']",was so,"['was', 'so']",so wrinkled,"['so', 'wrinkled']",0,0
6693,3,wrinkled,wrinkle,VERB,VBN,2,acomp,404,O,so,and,so wrinkled and,"['so', 'wrinkled', 'and']",so wrinkled,"['so', 'wrinkled']",wrinkled and,"['wrinkled', 'and']",0,0
6694,4,and,and,CCONJ,CC,4,cc,404,O,wrinkled,shrunken,wrinkled and shrunken,"['wrinkled', 'and', 'shrunken']",wrinkled and,"['wrinkled', 'and']",and shrunken,"['and', 'shrunken']",0,0
6695,5,shrunken,shrink,VERB,VBN,4,conj,404,O,and,and,and shrunken and,"['and', 'shrunken', 'and']",and shrunken,"['and', 'shrunken']",shrunken and,"['shrunken', 'and']",0,0
6696,6,and,and,CCONJ,CC,6,cc,404,O,shrunken,withered,shrunken and withered,"['shrunken', 'and', 'withered']",shrunken and,"['shrunken', 'and']",and withered,"['and', 'withered']",0,0
6697,7,withered,wither,VERB,VBD,6,conj,404,O,and,that,and withered that,"['and', 'withered', 'that']",and withered,"['and', 'withered']",withered that,"['withered', 'that']",0,0
6698,8,that,that,SCONJ,IN,11,mark,404,O,withered,it,withered that it,"['withered', 'that', 'it']",withered that,"['withered', 'that']",that it,"['that', 'it']",0,0
6699,9,it,it,PRON,PRP,11,nsubj,404,O,that,was,that it was,"['that', 'it', 'was']",that it,"['that', 'it']",it was,"['it', 'was']",0,0
6700,10,was,be,AUX,VBD,8,ccomp,404,O,it,difficult,it was difficult,"['it', 'was', 'difficult']",it was,"['it', 'was']",was difficult,"['was', 'difficult']",0,0
6701,11,difficult,difficult,ADJ,JJ,11,acomp,404,O,was,to,was difficult to,"['was', 'difficult', 'to']",was difficult,"['was', 'difficult']",difficult to,"['difficult', 'to']",0,0
6702,12,to,to,PART,TO,14,aux,404,O,difficult,say,difficult to say,"['difficult', 'to', 'say']",difficult to,"['difficult', 'to']",to say,"['to', 'say']",0,0
6703,13,say,say,VERB,VB,11,xcomp,404,O,to,what,to say what,"['to', 'say', 'what']",to say,"['to', 'say']",say what,"['say', 'what']",0,0
6704,14,what,what,PRON,WP,19,attr,404,O,say,it,say what it,"['say', 'what', 'it']",say what,"['say', 'what']",what it,"['what', 'it']",0,0
6705,15,it,it,PRON,PRP,19,nsubj,404,O,what,might,what it might,"['what', 'it', 'might']",what it,"['what', 'it']",it might,"['it', 'might']",0,0
6706,16,might,might,AUX,MD,19,aux,404,O,it,have,it might have,"['it', 'might', 'have']",it might,"['it', 'might']",might have,"['might', 'have']",0,0
6707,17,have,have,AUX,VB,19,aux,404,O,might,been,might have been,"['might', 'have', 'been']",might have,"['might', 'have']",have been,"['have', 'been']",0,0
6708,18,been,be,AUX,VBN,14,ccomp,404,O,have,.,have been .,"['have', 'been', '.']",have been,"['have', 'been']",been .,"['been', '.']",0,0
6709,19,.,.,PUNCT,.,2,punct,404,O,been,One,been . One,"['been', '.', 'One']",been .,"['been', '.']",. One,"['.', 'One']",0,0
6710,0,One,one,NUM,CD,4,nsubj,405,O,.,could,. One could,"['.', 'One', 'could']",. One,"['.', 'One']",One could,"['One', 'could']",0,0
6711,1,could,could,AUX,MD,4,aux,405,O,One,but,One could but,"['One', 'could', 'but']",One could,"['One', 'could']",could but,"['could', 'but']",0,0
6712,2,but,but,CCONJ,CC,4,cc,405,O,could,say,could but say,"['could', 'but', 'say']",could but,"['could', 'but']",but say,"['but', 'say']",0,0
6713,3,say,say,VERB,VB,0,ROOT,405,O,but,that,but say that,"['but', 'say', 'that']",but say,"['but', 'say']",say that,"['say', 'that']",0,0
6714,4,that,that,SCONJ,IN,7,mark,405,O,say,it,say that it,"['say', 'that', 'it']",say that,"['say', 'that']",that it,"['that', 'it']",0,0
6715,5,it,it,PRON,PRP,7,nsubj,405,O,that,was,that it was,"['that', 'it', 'was']",that it,"['that', 'it']",it was,"['it', 'was']",0,0
6716,6,was,be,AUX,VBD,4,ccomp,405,O,it,black,it was black,"['it', 'was', 'black']",it was,"['it', 'was']",was black,"['was', 'black']",0,0
6717,7,black,black,ADJ,JJ,7,acomp,405,O,was,and,was black and,"['was', 'black', 'and']",was black,"['was', 'black']",black and,"['black', 'and']",0,0
6718,8,and,and,CCONJ,CC,8,cc,405,O,black,leathery,black and leathery,"['black', 'and', 'leathery']",black and,"['black', 'and']",and leathery,"['and', 'leathery']",0,0
6719,9,leathery,leathery,NOUN,NN,8,conj,405,O,and,and,and leathery and,"['and', 'leathery', 'and']",and leathery,"['and', 'leathery']",leathery and,"['leathery', 'and']",0,0
6720,10,and,and,CCONJ,CC,7,cc,405,O,leathery,that,leathery and that,"['leathery', 'and', 'that']",leathery and,"['leathery', 'and']",and that,"['and', 'that']",0,0
6721,11,that,that,SCONJ,IN,14,mark,405,O,and,it,and that it,"['and', 'that', 'it']",and that,"['and', 'that']",that it,"['that', 'it']",0,0
6722,12,it,it,PRON,PRP,14,nsubj,405,O,that,bore,that it bore,"['that', 'it', 'bore']",that it,"['that', 'it']",it bore,"['it', 'bore']",0,0
6723,13,bore,bear,VERB,VBD,7,conj,405,O,it,some,it bore some,"['it', 'bore', 'some']",it bore,"['it', 'bore']",bore some,"['bore', 'some']",0,0
6724,14,some,some,DET,DT,16,det,405,O,bore,resemblance,bore some resemblance,"['bore', 'some', 'resemblance']",bore some,"['bore', 'some']",some resemblance,"['some', 'resemblance']",0,0
6725,15,resemblance,resemblance,NOUN,NN,14,dobj,405,O,some,to,some resemblance to,"['some', 'resemblance', 'to']",some resemblance,"['some', 'resemblance']",resemblance to,"['resemblance', 'to']",0,0
6726,16,to,to,ADP,IN,14,prep,405,O,resemblance,a,resemblance to a,"['resemblance', 'to', 'a']",resemblance to,"['resemblance', 'to']",to a,"['to', 'a']",0,0
6727,17,a,a,DET,DT,22,det,405,O,to,dwarfish,to a dwarfish,"['to', 'a', 'dwarfish']",to a,"['to', 'a']",a dwarfish,"['a', 'dwarfish']",0,0
6728,18,dwarfish,dwarfish,NOUN,NN,22,amod,405,O,a,",","a dwarfish ,","['a', 'dwarfish', ',']",a dwarfish,"['a', 'dwarfish']","dwarfish ,","['dwarfish', ',']",0,0
6729,19,",",",",PUNCT,",",22,punct,405,O,dwarfish,human,"dwarfish , human","['dwarfish', ',', 'human']","dwarfish ,","['dwarfish', ',']",", human","[',', 'human']",0,0
6730,20,human,human,ADJ,JJ,22,amod,405,O,",",figure,", human figure","[',', 'human', 'figure']",", human","[',', 'human']",human figure,"['human', 'figure']",0,0
6731,21,figure,figure,NOUN,NN,17,pobj,405,O,human,.,human figure .,"['human', 'figure', '.']",human figure,"['human', 'figure']",figure .,"['figure', '.']",0,0
6732,22,.,.,PUNCT,.,4,punct,405,O,figure,At,figure . At,"['figure', '.', 'At']",figure .,"['figure', '.']",. At,"['.', 'At']",0,0
6733,0,At,at,ADP,IN,10,prep,406,O,.,first,. At first,"['.', 'At', 'first']",. At,"['.', 'At']",At first,"['At', 'first']",0,0
6734,1,first,first,ADV,RB,1,pcomp,406,O,At,",","At first ,","['At', 'first', ',']",At first,"['At', 'first']","first ,","['first', ',']",0,0
6735,2,",",",",PUNCT,",",10,punct,406,O,first,as,"first , as","['first', ',', 'as']","first ,","['first', ',']",", as","[',', 'as']",0,0
6736,3,as,as,SCONJ,IN,6,mark,406,O,",",I,", as I","[',', 'as', 'I']",", as","[',', 'as']",as I,"['as', 'I']",0,0
6737,4,I,I,PRON,PRP,6,nsubj,406,O,as,examined,as I examined,"['as', 'I', 'examined']",as I,"['as', 'I']",I examined,"['I', 'examined']",0,0
6738,5,examined,examine,VERB,VBD,10,advcl,406,O,I,it,I examined it,"['I', 'examined', 'it']",I examined,"['I', 'examined']",examined it,"['examined', 'it']",0,0
